"provision_id","norm_id","norm_title","norm_type","hierarchy_level","jurisdiction","article","provision_text","topic","actor_mentioned","power_granted","duty_created","procedure_created","coordination_mechanism","enforcement_or_sanction","rights_safeguard","budget_or_resource_implication","relevance_to_ihr","relevance_to_pandemic_agreement","source_url","version_date"
"MEX_PROV_RISS2025_ART015_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 15","Cuando en las localidades donde residan cónsules mexicanos aparezcan casos de enfermedades sujetas a reglamentación internacional, o cualquier otra enfermedad que represente un grave riesgo para la salud nacional, aquéllos deberán comunicarlo inmediatamente a la Secretaría de Salud, de Gobernación y de Relaciones Exteriores.","epidemiological surveillance; notification/reporting; international health / sanitary control; coordination","Secretaría de Salud; SRE; SEGOB","None identified","Mexican consuls abroad must immediately notify Secretaría de Salud, SEGOB and SRE when internationally regulated diseases or grave national health risks appear at their location","Immediate notification by consuls to three federal ministries","Coordination between Secretaría de Salud, SRE and SEGOB for international disease notification through consular network","None identified","None identified","None identified","Direct — consular notification chain is a domestic mechanism supporting IHR event reporting obligations; relevant for IHR Art. 6 (notification to WHO) and Art. 9 (other reports)","Direct — early warning and surveillance are core Pandemic Agreement obligations; consular network as disease intelligence source is relevant for pandemic early alert provisions","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART017_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 17","En casos especiales y cuando las circunstancias lo exijan, se establecerán estaciones de aislamiento y de vigilancia sanitaria en los lugares que determine la Secretaría y, en caso de emergencia sanitaria, podrá habilitar cualquier edificio como estación para este objetivo.","public health emergency; health security measures; international health / sanitary control; points of entry","Secretaría de Salud","Secretaría may establish isolation and sanitary surveillance stations in any location; may designate any building as isolation station in health emergency","None identified","Emergency designation of isolation facilities by Secretaría","None identified","None identified","None identified","None identified","Direct — isolation station authority directly corresponds to IHR Art. 32 on health measures for travellers and IHR Annex 1 core capacities for response at points of entry","Direct — emergency isolation and quarantine infrastructure directly relevant for Pandemic Agreement preparedness and response capacities at points of entry","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART026_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 26","La Secretaría establecerá servicios permanentes de sanidad internacional en los puertos, aeropuertos, puestos fronterizos y demás lugares autorizados legalmente para el tránsito internacional de personas de carga.","international health / sanitary control; points of entry; ports/airports/borders; health authority","Secretaría de Salud","Secretaría must establish permanent international sanitary services at all legally authorized international transit points","Permanent presence of international sanitary services required at all ports, airports, border crossings and other authorized points for international transit","None identified","None identified","None identified","None identified","Budget implication: permanent services at all international transit points require sustained staffing and operational resources","Direct — IHR Annex 1 Part B requires State Parties to develop and maintain core capacities at designated airports and ports; this provision is the Mexican regulatory basis for that obligation","Direct — permanent health services at points of entry are fundamental for pandemic border health management and a core preparedness capacity under Pandemic Agreement","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART027_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 27","Todos los puertos de altura, los aeropuertos y puestos fronterizos abiertos al tránsito internacional, deberán reunir como mínimo los siguientes requisitos sanitarios: I. Servicio médico sanitario, al que deberán estar adscritos, por lo menos, un médico y un promotor de salud; II. Local para examen médico; III. Laboratorio o equipo para obtención y envío de muestras; IV. Dosis individuales de vacuna antiamárilica necesaria para el servicio; V. Medios necesarios para transportar, aislar y tratar a pasajeros infectados o sospechosos; VI. Equipo y medios para la efectiva desinfección, desinsectación, desratización y detección de radiactividad; VII. Agua potable; VIII. Alimento en condiciones sanitarias adecuadas; IX. Sistema adecuado para eliminación de excretas y desechos; X. En el caso de aeropuertos, zona de tránsito directo; y XI. Los demás que fije la Secretaría. [Extraction note: article excerpt; manual review required]","points of entry; ports/airports/borders; international health / sanitary control; health security measures; laboratories","Secretaría de Salud","Secretaría may add additional minimum sanitary requirements","All international ports, airports and border crossings must maintain minimum sanitary infrastructure: medical staff, examination facilities, laboratory sampling capacity, yellow fever vaccines, isolation transport, disinfection capacity, radioactivity detection, potable water, food sanitation, waste disposal, direct transit zone (airports)","None identified","None identified","None identified","None identified","Significant infrastructure and staffing requirements at all international transit points","Direct — these minimum requirements correspond to IHR Annex 1 Part B core capacities for designated airports and ports: medical facilities, isolation capacity, laboratory access, vaccination services, disinfection; this is the core Mexican regulatory anchor for IHR port/airport capacity obligations","Direct — laboratory sampling capacity (fracción III) and isolation/treatment capacity (fracción V) at points of entry are directly relevant for Pandemic Agreement surveillance, early detection and response provisions","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART044_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 44","Para evitar posibles daños a la salud, la Secretaría ordenará la desratización, desinsectación y desinfección según corresponda, de las aeronaves, embarcaciones y vehículos terrestres, de conformidad a las especificaciones que establezca la Secretaría y los tratados o convenciones internacionales, en los siguientes casos: I. Periódicamente, en los términos y condiciones que establezca la Ley; II. Cuando de la visita médico-sanitaria resulte: A) Condiciones epidemiológicas excepcionales; B) Detección de enfermedad del Art. 12; C) Roedor infectado de peste; D) Insectos vectores de enfermedades del Art. 12; III. En los demás casos que determine la Secretaría y los tratados o convenciones internacionales. [Extraction note: article excerpt]","conveyances; international health / sanitary control; health security measures; points of entry","Secretaría de Salud","Secretaría orders deratization, disinsection and disinfection of aircraft, vessels and ground vehicles","None identified","Sanitation procedures triggered by: periodic schedule, medical inspection findings (exceptional epidemiological conditions, regulated diseases, plague-infected rodents, disease vectors), or Secretaría/international determination","Compliance with international treaties and conventions for sanitation specifications","None identified","Art. 45 limits: procedures must not cause unnecessary distress, structural damage or fire risk","None identified","Direct — IHR Articles 22-23 and Annex 5 govern deratization and disinsection of aircraft and vessels; this provision is the domestic operational basis for IHR conveyance sanitation obligations","Indirect — sanitation of conveyances at points of entry relevant for pandemic prevention measures","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART068_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 68","Compete a la Secretaría ordenar o ejecutar las siguientes medidas de seguridad: I. El aislamiento; II. La cuarentena; III. La observación personal; IV. La vacunación de personas; V. La vacunación de animales; VI. La destrucción o control de insectos u otra fauna transmisora y nociva; VII. La suspensión de trabajos o servicios; VIII. El aseguramiento y destrucción de objetos, productos o substancias, y IX. Las demás de índole sanitaria que determine la Secretaría, que puedan evitar que se causen o continúen causando riesgos o daños a la salud.","health security measures; international health / sanitary control; public health emergency; sanitary authority; enforcement_or_sanction","Secretaría de Salud","Secretaría has power to order or execute: isolation, quarantine, personal observation, vaccination of persons and animals, vector destruction/control, suspension of services, seizure and destruction of objects/products, and any other sanitary measure","None identified","None identified","None identified","Measures include seizure and destruction of objects; suspension of works and services; these are sanitary security measures enforceable without prior sanction","Arts. 69-70 require written orders and medical opinion for isolation and quarantine; Arts. 45 and 77 limit scope of sanitation measures and provide audiencia guarantee for seized goods","None identified","Direct — list of security measures corresponds exactly to IHR Article 18 (health measures for persons, baggage, cargo, containers, conveyances) and IHR Art. 42 (measures must be implemented without delay, in non-discriminatory manner); this is the core domestic operational basis for IHR health measures","Direct — isolation, quarantine, vaccination, vector control and goods seizure are core border health measures directly relevant for Pandemic Agreement preparedness and response","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART069_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 69","Se entiende por aislamiento, la separación de personas infectadas, durante el período de transmisibilidad, en lugares y condiciones que eviten el peligro de contagio. El aislamiento se ordenará por escrito, previo dictamen médico, y durará el tiempo necesario para que desaparezca el peligro.","health security measures; travellers; international health / sanitary control; human rights safeguards","Secretaría de Salud","Secretaría orders isolation of infected persons","None identified","Isolation requires: written order, prior medical opinion, duration limited to time needed to eliminate danger","None identified","Isolation is a security measure enforceable by health authority","Written order requirement; prior medical opinion; duration limited to necessity — these procedural safeguards align with IHR Art. 32 (treatment of travellers) and CPEUM Art. 14 (due process)","None identified","Direct — definition and procedure for isolation directly corresponds to IHR Art. 1 definition and IHR Art. 32 safeguards for travellers subjected to health measures","Direct — isolation procedures with written safeguards directly relevant for Pandemic Agreement human rights-compatible health measures provisions","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART070_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Art. 70","Se entiende por cuarentena, la limitación a la libertad de tránsito de personas sanas que hubieren estado expuestas a una enfermedad transmisible, por el tiempo estrictamente necesario para controlar el riesgo de contagio. La cuarentena se ordenará por escrito, previo dictamen médico, y consistirá en que las personas expuestas no abandonen determinado sitio o se restrinja su asistencia a determinados lugares.","health security measures; travellers; international health / sanitary control; human rights safeguards; constitutional rights","Secretaría de Salud","Secretaría orders quarantine of healthy persons exposed to communicable disease","None identified","Quarantine requires: written order, prior medical opinion, duration limited to time strictly necessary to control contagion risk","None identified","Quarantine restricts freedom of movement; enforceable by health authority","Duration strictly limited to necessity; written order and medical opinion required; proportionality principle implicit; aligns with IHR Art. 32 and CPEUM Art. 11 (freedom of movement restricted only by salubridad general laws)","None identified","Direct — quarantine definition and procedures directly correspond to IHR Art. 1 definition of quarantine and IHR Art. 31-32 safeguards for travellers; written order and medical opinion provide procedural protections required by IHR Art. 32 and IHR Art. 42","Direct — quarantine procedures with human rights safeguards are directly relevant for Pandemic Agreement provisions on non-discriminatory, rights-compatible health measures","TBD_REVIEW","1985-02-18"
"MEX_PROV_RISS2025_ART078_001","MEX-016","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","regulation","5_regulation","federal","Arts. 78-79","Art. 78: Las violaciones a los preceptos de este Reglamento, serán sancionados administrativamente por la Secretaría, sin perjuicio de las penas que correspondan cuando sean constitutivas de delitos. Art. 79: Para efectos de este Reglamento las sanciones administrativas aplicables son: I. Multa, y II. Arresto hasta por treinta y seis horas.","enforcement_or_sanction; international health / sanitary control; sanctions; judicial control","Secretaría de Salud","Secretaría has power to impose administrative sanctions for violations","None identified","Administrative sanction procedure: must state grounds and motivation; consider health damage, gravity, socioeconomic condition and recidivism (Art. 80)","None identified","Fines and arrest up to 36 hours; violations may also constitute criminal offences; recidivism doubles the fine","Art. 80 requires proportionality assessment; Art. 89 provides for appeal (recurso de inconformidad)","None identified","Direct — IHR requires States to establish enforcement mechanisms for health measures at points of entry; this sanction regime is Mexico's compliance basis","Indirect — enforcement capacity for border health measures relevant for Pandemic Agreement compliance provisions","TBD_REVIEW","1985-02-18"
"MEX_PROV_LADUANERA_ART001_001","MEX-018","Ley Aduanera","federal law","4_federal_or_national_law","federal","Art. 1o.","Esta Ley, la de los Impuestos Generales de Importación y de Exportación y las demás leyes y ordenamientos aplicables, regulan la entrada al territorio nacional y la salida del mismo de mercancías y de los medios en que se transportan o conducen, el despacho aduanero y los hechos o actos que deriven de éste o de dicha entrada o salida de mercancías. El Código Fiscal de la Federación se aplicará supletoriamente. Las disposiciones de las leyes señaladas se aplicarán sin perjuicio de lo dispuesto por los tratados internacionales de los que el Estado mexicano sea Parte y se encuentren en vigor.","customs; cargo/goods; conveyances; points of entry; ports/airports/borders; treaties","autoridades aduaneras; SHCP","None identified","All persons introducing or extracting goods — including owners, agents, consignees, customs brokers — are bound by this Law and related customs legislation","Customs clearance (despacho aduanero) procedure for all goods entering or leaving Mexico","International treaties prevail over domestic customs rules","None identified","None identified","None identified","Indirect — legal framework governing entry and exit of goods (including health products, cargo, and conveyances) is peripheral infrastructure for IHR points-of-entry obligations; international treaties prevail, which may include IHR-related WTO/SPS obligations","Indirect — customs framework applicable to import/export of health products (vaccines, diagnostics, medicines, PPE) relevant for Pandemic Agreement supply chain and equitable access provisions; treaty primacy clause (final paragraph) is relevant for Pandemic Agreement implementation","TBD_REVIEW","2025-11-19"
"MEX_PROV_LADUANERA_ART003_001","MEX-018","Ley Aduanera","federal law","4_federal_or_national_law","federal","Art. 3o.","Las funciones relativas a la entrada de mercancías al territorio nacional o a la salida del mismo son facultades exclusivas de las autoridades aduaneras. Los funcionarios y empleados públicos federales y locales, en la esfera de sus respectivas competencias, deberán auxiliar a las autoridades aduaneras en el desempeño de sus funciones cuando éstas lo soliciten. Las autoridades aduaneras ejercerán sus atribuciones en forma coordinada y en colaboración con las autoridades de la Administración Pública Federal, de las entidades federativas y municipios, así como con las autoridades fiscales y aduaneras de otros países con arreglo a lo dispuesto por los tratados internacionales de que México sea Parte.","customs; coordination; points of entry; ports/airports/borders; cargo/goods","autoridades aduaneras; SHCP; entidades federativas","Customs authorities have exclusive jurisdiction over entry and exit of goods; all other federal and local officials must assist on request","All federal and local officials must assist customs authorities on request; customs authorities must coordinate with federal, state and municipal authorities and with foreign customs authorities","None identified","Coordination between customs authorities, APF, states and municipalities; international cooperation with foreign customs and tax authorities under treaties; information exchange through electronic systems","None identified","Confidentiality of information exchanged must be maintained under applicable law","None identified","Indirect — customs authority coordination at points of entry is directly relevant for IHR multi-authority coordination requirements; international customs cooperation may facilitate IHR cargo inspection and health measure coordination","Indirect — customs authority coordination with health authorities at ports and airports is essential for pandemic supply chain management; international cooperation mechanism relevant for Pandemic Agreement supply chain provisions","TBD_REVIEW","2025-11-19"
"MEX_PROV_LADUANERA_ART004_001","MEX-018","Ley Aduanera","federal law","4_federal_or_national_law","federal","Art. 4o.","Las personas que operen o administren puertos de altura, aeropuertos internacionales o presten los servicios auxiliares de terminales ferroviarias de pasajeros y de carga, deberán cumplir con los lineamientos que determinen las autoridades aduaneras para el control, vigilancia y seguridad del recinto fiscal y de las mercancías de comercio exterior, para lo cual estarán obligadas a: poner a disposición de las autoridades aduaneras instalaciones adecuadas para el despacho de mercancías; adquirir e instalar equipo de rayos X/gamma para revisión de contenedores; equipo de pesaje; cámaras de circuito cerrado; sistemas automatizados de control de entradas y salidas. [Extraction note: article excerpt; manual review required]","customs; points of entry; ports/airports/borders; cargo/goods; conveyances","autoridades aduaneras; autoridades portuarias/aeroportuarias","Customs authorities set compliance guidelines for port/airport operators","Port and airport operators must: provide adequate facilities for goods dispatch; install X-ray/gamma scanning equipment; weighing equipment; CCTV; automated entry/exit control systems for persons, goods and conveyances","None identified","Port/airport infrastructure must be made available to and approved by customs authorities","None identified","None identified","Significant infrastructure investment required from port/airport operators","Indirect — cargo scanning and surveillance infrastructure at points of entry relevant for IHR inspection capacity for cargo and conveyances; CCTV and automated entry/exit systems support health surveillance infrastructure","Indirect — port/airport inspection infrastructure is relevant for supply chain security and cargo health screening provisions under Pandemic Agreement","TBD_REVIEW","2025-11-19"
"MEX_PROV_LADUANERA_ART007_001","MEX-018","Ley Aduanera","federal law","4_federal_or_national_law","federal","Art. 7o.","Las empresas aéreas, marítimas y ferroviarias que efectúen el transporte internacional de pasajeros, deberán transmitir electrónicamente al Servicio de Administración Tributaria, la información relativa a los pasajeros, tripulación y medios de transporte, en los términos y con la oportunidad que señale el Servicio de Administración Tributaria mediante reglas.","travellers; conveyances; customs; points of entry; data protection","autoridades aduaneras; SHCP","SAT (Servicio de Administración Tributaria) sets rules for timing and content of electronic passenger/crew/transport data transmission","International passenger carriers (air, maritime, rail) must electronically transmit passenger, crew and transport information to SAT before arrival","Electronic advance passenger information (API) transmission to SAT","None identified","None identified","None identified","None identified","Indirect — advance passenger and crew information system is relevant for IHR traveller health declaration and early warning requirements at points of entry; data about international travellers and conveyances supports health surveillance","Indirect — traveller data systems at points of entry relevant for Pandemic Agreement health surveillance and early warning provisions; advance information enables pre-arrival health screening","TBD_REVIEW","2025-11-19"
"MEX_PROV_LADUANERA_ART056_001","MEX-018","Ley Aduanera","federal law","4_federal_or_national_law","federal","Art. 56, párrafo 4 (regulaciones y restricciones no arancelarias / sanidad)","Para efectos de lo previsto en esta Ley, se consideran regulaciones y restricciones no arancelarias las establecidas de conformidad con la Ley de Comercio Exterior, incluyendo las normas oficiales mexicanas. [...] excepto tratándose de las regulaciones y restricciones no arancelarias expedidas en materia de sanidad animal y vegetal, salud pública, medio ambiente y seguridad nacional, en cuyo caso serán aplicables las que rijan en la fecha que corresponda conforme a los incisos anteriores. [Extraction note: article excerpt; manual review required for full context]","customs; cargo/goods; health products; sanitary authority; supply chains","autoridades aduaneras; SHCP; Secretaría de Salud","None identified","Health-related non-tariff regulations (including NOMs on public health, animal and plant sanitation) apply at the time corresponding to the entry modality — this prevents retroactive relaxation of health requirements","Application of non-tariff health regulations at fixed customs entry dates","NOMs issued by Secretaría de Salud are legally operative non-tariff restrictions enforced through customs clearance","Customs enforcement of health non-tariff regulations; sanidad animal/vegetal, salud pública regulations specifically preserved","None identified","None identified","Indirect — public health non-tariff regulations include health product import/export controls relevant for IHR health measures on cargo and goods","Indirect — public health non-tariff regulations applicable to health products (vaccines, diagnostics, medicines) are critical for Pandemic Agreement supply chain provisions; NOMs issued by Secretaría de Salud become customs enforcement instruments","TBD_REVIEW","2025-11-19"
